AlfaNumerico,AlfaNumerico,Fecha,Hora,AlfaNumerico,AlfaNumerico,Correo Electrónico,Telefóno,Telefóno,Telefóno,AlfaNumerico,Estatus
Clave,Folio,Fecha,Hora,Clave Partido Legado,Clave Ciudadano,Correo Electrónico,Whatsapp,Teléfono,Celular,Observaciones,Estatus
MP00000001,MP00000001,2023-02-21,00:20:44,PL007,SIC0051759,x@x.com,9999123456,9999123451,9999123452,,1
MP00000002,MP00000002,2023-02-21,00:20:44,PL007,SIC0082884,x@x.com,9999123456,9999123451,9999123452,,1
MP00000003,MP00000003,2023-02-21,00:20:44,PL007,SIC0004902,x@x.com,9999123456,9999123451,9999123452,,1
MP00000004,MP00000004,2023-02-21,00:20:44,PL007,SIC0068632,x@x.com,9999123456,9999123451,9999123452,,1
MP00000005,MP00000005,2023-02-21,00:20:44,PL007,SIC0069836,x@x.com,9999123456,9999123451,9999123452,,1
MP00000006,MP00000006,2023-02-21,00:20:44,PL007,SIC0032136,x@x.com,9999123456,9999123451,9999123452,,1
MP00000007,MP00000007,2023-02-21,00:20:44,PL007,SIC0109692,x@x.com,9999123456,9999123451,9999123452,,1
MP00000008,MP00000008,2023-02-21,00:20:44,PL007,SIC0024943,x@x.com,9999123456,9999123451,9999123452,,1
MP00000009,MP00000009,2014-08-19,00:20:44,PL007,SIC0042286,x@x.com,9999123456,9999123451,9999123452,,1
MP00000010,MP00000010,2023-02-21,00:20:44,PL007,SIC0107055,x@x.com,9999123456,9999123451,9999123452,,1
MP00000011,MP00000011,2023-02-21,00:20:44,PL007,SIC0093923,x@x.com,9999123456,9999123451,9999123452,,1
MP00000012,MP00000012,2023-02-21,00:20:44,PL007,SIC0002119,x@x.com,9999123456,9999123451,9999123452,,1
MP00000013,MP00000013,2023-02-21,00:20:44,PL007,SIC0030615,x@x.com,9999123456,9999123451,9999123452,,1
MP00000014,MP00000014,2023-02-21,00:20:44,PL007,SIC0092808,x@x.com,9999123456,9999123451,9999123452,,1
MP00000015,MP00000015,2023-02-21,00:20:44,PL007,SIC0062501,x@x.com,9999123456,9999123451,9999123452,,1
MP00000016,MP00000016,2023-02-21,00:20:44,PL007,SIC0069549,x@x.com,9999123456,9999123451,9999123452,,1
MP00000017,MP00000017,2023-02-21,00:20:44,PL007,SIC0071427,x@x.com,9999123456,9999123451,9999123452,,1
MP00000018,MP00000018,2023-02-21,00:20:44,PL007,SIC0001094,x@x.com,9999123456,9999123451,9999123452,,1
MP00000019,MP00000019,2023-02-21,00:20:44,PL007,SIC0070883,x@x.com,9999123456,9999123451,9999123452,,1
MP00000020,MP00000020,2023-02-21,00:20:44,PL007,SIC0009346,x@x.com,9999123456,9999123451,9999123452,,1
MP00000021,MP00000021,2023-02-21,00:20:44,PL007,SIC0016517,x@x.com,9999123456,9999123451,9999123452,,1
MP00000022,MP00000022,2023-02-21,00:20:44,PL007,SIC0049188,x@x.com,9999123456,9999123451,9999123452,,1
MP00000023,MP00000023,2016-09-27,00:20:44,PL007,SIC0083477,x@x.com,9999123456,9999123451,9999123452,,1
MP00000024,MP00000024,2023-02-21,00:20:44,PL007,SIC0098414,x@x.com,9999123456,9999123451,9999123452,,1
MP00000025,MP00000025,2023-02-21,00:20:44,PL007,SIC0068500,x@x.com,9999123456,9999123451,9999123452,,1
MP00000026,MP00000026,2023-02-21,00:20:44,PL007,SIC0011867,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00000027,MP00000027,2023-02-21,00:20:44,PL007,SIC0107862,x@x.com,9999123456,9999123451,9999123452,,1
MP00000028,MP00000028,2023-02-21,00:20:44,PL007,SIC0002066,x@x.com,9999123456,9999123451,9999123452,,1
MP00000029,MP00000029,2023-02-21,00:20:44,PL007,SIC0075910,x@x.com,9999123456,9999123451,9999123452,,1
MP00000030,MP00000030,2023-02-21,00:20:44,PL007,SIC0114228,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00000031,MP00000031,2023-02-21,00:20:44,PL007,SIC0039051,x@x.com,9999123456,9999123451,9999123452,,1
MP00000032,MP00000032,2023-02-21,00:20:44,PL007,SIC0101716,x@x.com,9999123456,9999123451,9999123452,,1
MP00000033,MP00000033,2023-02-21,00:20:44,PL007,SIC0106061,x@x.com,9999123456,9999123451,9999123452,,1
MP00000034,MP00000034,2023-02-21,00:20:44,PL007,SIC0013876,x@x.com,9999123456,9999123451,9999123452,,1
MP00000035,MP00000035,2023-02-21,00:20:44,PL007,SIC0093265,x@x.com,9999123456,9999123451,9999123452,,1
MP00000036,MP00000036,2023-02-21,00:20:44,PL007,SIC0115092,x@x.com,9999123456,9999123451,9999123452,,1
MP00000037,MP00000037,2023-02-21,00:20:44,PL007,SIC0049978,x@x.com,9999123456,9999123451,9999123452,,1
MP00000038,MP00000038,2023-02-21,00:20:44,PL007,SIC0009858,x@x.com,9999123456,9999123451,9999123452,,1
MP00000039,MP00000039,2023-02-21,00:20:44,PL007,SIC0006673,x@x.com,9999123456,9999123451,9999123452,,1
MP00000040,MP00000040,2023-02-21,00:20:44,PL007,SIC0057629,x@x.com,9999123456,9999123451,9999123452,,1
MP00000041,MP00000041,2023-02-21,00:20:44,PL007,SIC0073855,x@x.com,9999123456,9999123451,9999123452,,1
MP00000042,MP00000042,2023-02-21,00:20:44,PL007,SIC0073266,x@x.com,9999123456,9999123451,9999123452,,1
MP00000043,MP00000043,2023-02-21,00:20:44,PL007,SIC0059508,x@x.com,9999123456,9999123451,9999123452,,1
MP00000044,MP00000044,2023-02-21,00:20:44,PL007,SIC0071810,x@x.com,9999123456,9999123451,9999123452,,1
MP00000045,MP00000045,2023-02-21,00:20:44,PL007,SIC0040683,x@x.com,9999123456,9999123451,9999123452,,1
MP00000046,MP00000046,2023-02-21,00:20:44,PL007,SIC0020525,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00000047,MP00000047,2023-02-21,00:20:44,PL007,SIC0024459,x@x.com,9999123456,9999123451,9999123452,,1
MP00000048,MP00000048,2023-02-21,00:20:44,PL007,SIC0049530,x@x.com,9999123456,9999123451,9999123452,,1
MP00000049,MP00000049,2023-02-21,00:20:44,PL007,SIC0069267,x@x.com,9999123456,9999123451,9999123452,,1
MP00000050,MP00000050,2023-02-21,00:20:44,PL007,SIC0069375,x@x.com,9999123456,9999123451,9999123452,,1
MP00000051,MP00000051,2023-02-21,00:20:44,PL007,SIC0095312,x@x.com,9999123456,9999123451,9999123452,,1
MP00000052,MP00000052,2023-02-21,00:20:44,PL007,SIC0036866,x@x.com,9999123456,9999123451,9999123452,,1
MP00000053,MP00000053,2023-02-21,00:20:44,PL007,SIC0075718,x@x.com,9999123456,9999123451,9999123452,,1
MP00000054,MP00000054,2023-03-17,00:20:44,PL007,SIC0049650,x@x.com,9999123456,9999123451,9999123452,,1
MP00000055,MP00000055,2023-02-21,00:20:44,PL007,SIC0087194,x@x.com,9999123456,9999123451,9999123452,,1
MP00000056,MP00000056,2023-02-21,00:20:44,PL007,SIC0064129,x@x.com,9999123456,9999123451,9999123452,,1
MP00000057,MP00000057,2023-02-21,00:20:44,PL007,SIC0003136,x@x.com,9999123456,9999123451,9999123452,,1
MP00000058,MP00000058,2023-02-21,00:20:44,PL007,SIC0055954,x@x.com,9999123456,9999123451,9999123452,,1
MP00000059,MP00000059,2023-02-21,00:20:44,PL007,SIC0021922,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00000060,MP00000060,2023-02-21,00:20:44,PL007,SIC0064106,x@x.com,9999123456,9999123451,9999123452,,1
MP00000061,MP00000061,2023-02-21,00:20:44,PL007,SIC0063407,x@x.com,9999123456,9999123451,9999123452,,1
MP00000062,MP00000062,2023-02-21,00:20:44,PL007,SIC0057465,x@x.com,9999123456,9999123451,9999123452,,1
MP00000063,MP00000063,2023-02-21,00:20:44,PL007,SIC0039855,x@x.com,9999123456,9999123451,9999123452,,1
MP00000064,MP00000064,2023-02-21,00:20:44,PL007,SIC0028748,x@x.com,9999123456,9999123451,9999123452,,1
MP00000065,MP00000065,2023-02-21,00:20:44,PL007,SIC0052008,x@x.com,9999123456,9999123451,9999123452,,1
MP00000066,MP00000066,2023-02-21,00:20:44,PL007,SIC0119869,x@x.com,9999123456,9999123451,9999123452,,1
MP00000067,MP00000067,2023-02-21,00:20:44,PL007,SIC0080735,x@x.com,9999123456,9999123451,9999123452,,1
MP00000068,MP00000068,2023-02-21,00:20:44,PL007,SIC0119344,x@x.com,9999123456,9999123451,9999123452,,1
MP00000069,MP00000069,2016-10-04,00:20:44,PL007,SIC0025654,x@x.com,9999123456,9999123451,9999123452,,1
MP00000070,MP00000070,2023-02-21,00:20:44,PL007,SIC0087297,x@x.com,9999123456,9999123451,9999123452,,1
MP00000071,MP00000071,2023-02-21,00:20:44,PL007,SIC0111381,x@x.com,9999123456,9999123451,9999123452,,1
MP00000072,MP00000072,2023-02-21,00:20:44,PL007,SIC0116454,x@x.com,9999123456,9999123451,9999123452,,1
MP00000073,MP00000073,2002-11-13,00:20:44,PL007,SIC0043146,x@x.com,9999123456,9999123451,9999123452,,1
MP00000074,MP00000074,2023-02-21,00:20:44,PL007,SIC0111129,x@x.com,9999123456,9999123451,9999123452,,1
MP00000075,MP00000075,2023-02-21,00:20:44,PL007,SIC0119545,x@x.com,9999123456,9999123451,9999123452,,1
MP00000076,MP00000076,2023-02-21,00:20:44,PL007,SIC0004037,x@x.com,9999123456,9999123451,9999123452,,1
MP00000077,MP00000077,2023-02-21,00:20:44,PL007,SIC0034152,x@x.com,9999123456,9999123451,9999123452,,1
MP00000078,MP00000078,2023-02-21,00:20:44,PL007,SIC0040099,x@x.com,9999123456,9999123451,9999123452,,1
MP00000079,MP00000079,2023-02-21,00:20:44,PL007,SIC0092891,x@x.com,9999123456,9999123451,9999123452,,1
MP00000082,MP00000082,2023-02-21,00:20:44,PL007,SIC0111040,x@x.com,9999123456,9999123451,9999123452,,1
MP00000083,MP00000083,2023-02-21,00:20:44,PL007,SIC0071228,x@x.com,9999123456,9999123451,9999123452,,1
MP00000084,MP00000084,2023-02-21,00:20:44,PL007,SIC0047423,x@x.com,9999123456,9999123451,9999123452,,1
MP00000085,MP00000085,2023-02-21,00:20:44,PL007,SIC0117302,x@x.com,9999123456,9999123451,9999123452,,1
MP00000086,MP00000086,2023-02-21,00:20:44,PL007,SIC0019205,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00000087,MP00000087,2023-02-21,00:20:44,PL007,SIC0062637,x@x.com,9999123456,9999123451,9999123452,,1
MP00000088,MP00000088,2023-02-21,00:20:44,PL007,SIC0038863,x@x.com,9999123456,9999123451,9999123452,,1
