clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00010990,MP00010990,2023-09-07,13:58:27,PL004,MIL0210433,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010991,MP00010991,2023-09-07,13:58:27,PL013,MIL0219785,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010992,MP00010992,2023-09-07,13:58:27,PL013,MIL0034377,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010993,MP00010993,2023-09-07,13:58:27,PL003,MIL0417821,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010994,MP00010994,2023-09-07,13:58:27,PL001,MIL0037320,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010995,MP00010995,2023-09-07,13:58:27,PL003,MIL0163411,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010996,MP00010996,2023-09-07,13:58:27,PL007,MIL0009250,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010997,MP00010997,2023-09-07,13:58:27,PL006,MIL0083665,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010998,MP00010998,2023-09-07,13:58:27,PL007,MIL0309865,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010999,MP00010999,2023-09-07,13:58:27,PL008,MIL0552843,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011000,MP00011000,2023-09-07,13:58:27,PL010,MIL0333805,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011001,MP00011001,2023-09-07,13:58:27,PL011,MIL0577198,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011002,MP00011002,2023-09-07,13:58:27,PL009,MIL0197802,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011003,MP00011003,2023-09-07,13:58:27,PL003,MIL0116074,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011004,MP00011004,2023-09-07,13:58:27,PL013,MIL0123824,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011005,MP00011005,2023-09-07,13:58:27,PL010,MIL0386208,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011006,MP00011006,2023-09-07,13:58:27,PL007,MIL0434851,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011007,MP00011007,2023-09-07,13:58:27,PL010,MIL0181839,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011008,MP00011008,2023-09-07,13:58:27,PL009,MIL0428155,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011009,MP00011009,2023-09-07,13:58:27,PL001,MIL0221136,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011010,MP00011010,2023-09-07,13:58:27,PL005,MIL0198662,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011011,MP00011011,2023-09-07,13:58:27,PL008,MIL0571372,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011012,MP00011012,2023-09-07,13:58:27,PL011,MIL0158993,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011013,MP00011013,2023-09-07,13:58:27,PL007,MIL0005434,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011014,MP00011014,2023-09-07,13:58:27,PL001,MIL0446108,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011015,MP00011015,2023-09-07,13:58:27,PL007,MIL0344865,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011016,MP00011016,2023-09-07,13:58:27,PL008,MIL0211040,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011017,MP00011017,2023-09-07,13:58:27,PL011,MIL0505117,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011018,MP00011018,2023-09-07,13:58:27,PL009,MIL0510048,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011019,MP00011019,2023-09-07,13:58:27,PL002,MIL0001608,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011020,MP00011020,2023-09-07,13:58:27,PL005,MIL0030024,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011021,MP00011021,2023-09-07,13:58:27,PL007,MIL0530816,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011022,MP00011022,2023-09-07,13:58:27,PL009,MIL0076030,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011023,MP00011023,2023-09-07,13:58:27,PL001,MIL0305388,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011024,MP00011024,2023-09-07,13:58:27,PL010,MIL0553542,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011025,MP00011025,2023-09-07,13:58:27,PL001,MIL0403937,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011026,MP00011026,2023-09-07,13:58:27,PL005,MIL0174068,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011027,MP00011027,2023-09-07,13:58:27,PL009,MIL0223087,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011028,MP00011028,2023-09-07,13:58:27,PL009,MIL0153055,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011029,MP00011029,2023-09-07,13:58:27,PL008,MIL0275994,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011030,MP00011030,2023-09-07,13:58:27,PL002,MIL0253603,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011031,MP00011031,2023-09-07,13:58:27,PL005,MIL0512753,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011032,MP00011032,2023-09-07,13:58:27,PL012,MIL0310411,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011033,MP00011033,2023-09-07,13:58:27,PL011,MIL0370906,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011034,MP00011034,2023-09-07,13:58:27,PL010,MIL0462032,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011035,MP00011035,2023-09-07,13:58:27,PL003,MIL0085088,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011036,MP00011036,2023-09-07,13:58:27,PL013,MIL0465057,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011037,MP00011037,2023-09-07,13:58:27,PL012,MIL0322736,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011038,MP00011038,2023-09-07,13:58:27,PL012,MIL0132818,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011039,MP00011039,2023-09-07,13:58:27,PL007,MIL0320093,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011040,MP00011040,2023-09-07,13:58:27,PL005,MIL0092126,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011041,MP00011041,2023-09-07,13:58:27,PL009,MIL0067341,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011042,MP00011042,2023-09-07,13:58:27,PL006,MIL0565960,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011043,MP00011043,2023-09-07,13:58:27,PL012,MIL0490795,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011044,MP00011044,2023-09-07,13:58:27,PL002,MIL0080455,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011045,MP00011045,2023-09-07,13:58:27,PL004,MIL0262855,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011046,MP00011046,2023-09-07,13:58:27,PL010,MIL0052137,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011047,MP00011047,2023-09-07,13:58:27,PL008,MIL0416937,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011048,MP00011048,2023-09-07,13:58:27,PL003,MIL0414043,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011049,MP00011049,2023-09-07,13:58:27,PL006,MIL0560444,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011050,MP00011050,2023-09-07,13:58:27,PL012,MIL0280554,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011051,MP00011051,2023-09-07,13:58:27,PL012,MIL0254366,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011052,MP00011052,2023-09-07,13:58:27,PL002,MIL0217034,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011053,MP00011053,2023-09-07,13:58:27,PL012,MIL0025660,x@x.com,9999123456,9999123451,9999123452,1,1
MP00011054,MP00011054,2023-09-07,13:58:27,PL008,MIL0086068,x@x.com,9999123456,9999123451,9999123452,1,1
