clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00021979,MP00021979,2023-09-07,13:58:27,PL008,MIL0242388,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021980,MP00021980,2023-09-07,13:58:27,PL006,MIL0292795,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021981,MP00021981,2023-09-07,13:58:27,PL003,MIL0431859,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021982,MP00021982,2023-09-07,13:58:27,PL011,MIL0267619,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021983,MP00021983,2023-09-07,13:58:27,PL012,MIL0402413,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021984,MP00021984,2023-09-07,13:58:27,PL003,MIL0493613,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021985,MP00021985,2023-09-07,13:58:27,PL004,MIL0245016,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021986,MP00021986,2023-09-07,13:58:27,PL012,MIL0008748,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021987,MP00021987,2023-09-07,13:58:27,PL012,MIL0475996,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021988,MP00021988,2023-09-07,13:58:27,PL002,MIL0354469,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021989,MP00021989,2023-09-07,13:58:27,PL010,MIL0131823,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021990,MP00021990,2023-09-07,13:58:27,PL011,MIL0363692,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021991,MP00021991,2023-09-07,13:58:27,PL003,MIL0536351,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021992,MP00021992,2023-09-07,13:58:27,PL001,MIL0075867,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021993,MP00021993,2023-09-07,13:58:27,PL004,MIL0265841,x@x.com,9999123456,9999123451,9999123452,1,1
MP00021994,MP00021994,2023-09-07,13:58:27,PL009,MIL0305977,x@x.com,9999123456,9999123451,9999123452,1,1
