clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00002998,MP00002998,2023-09-07,13:58:27,PL012,MIL0180794,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002999,MP00002999,2023-09-07,13:58:27,PL004,MIL0219573,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003000,MP00003000,2023-09-07,13:58:27,PL011,MIL0176447,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003001,MP00003001,2023-09-07,13:58:27,PL004,MIL0531951,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003002,MP00003002,2023-09-07,13:58:27,PL013,MIL0257336,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003003,MP00003003,2023-09-07,13:58:27,PL012,MIL0414025,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003004,MP00003004,2023-09-07,13:58:27,PL006,MIL0178240,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003005,MP00003005,2023-09-07,13:58:27,PL013,MIL0542529,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003006,MP00003006,2023-09-07,13:58:27,PL003,MIL0484369,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003007,MP00003007,2023-09-07,13:58:27,PL009,MIL0162342,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003008,MP00003008,2023-09-07,13:58:27,PL006,MIL0326698,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003009,MP00003009,2023-09-07,13:58:27,PL005,MIL0043189,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003010,MP00003010,2023-09-07,13:58:27,PL007,MIL0134389,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003011,MP00003011,2023-09-07,13:58:27,PL003,MIL0361092,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003012,MP00003012,2023-09-07,13:58:27,PL013,MIL0315564,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003013,MP00003013,2023-09-07,13:58:27,PL008,MIL0495421,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003014,MP00003014,2023-09-07,13:58:27,PL001,MIL0243712,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003015,MP00003015,2023-09-07,13:58:27,PL004,MIL0368463,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003016,MP00003016,2023-09-07,13:58:27,PL006,MIL0347340,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003017,MP00003017,2023-09-07,13:58:27,PL013,MIL0308893,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003018,MP00003018,2023-09-07,13:58:27,PL002,MIL0075126,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003019,MP00003019,2023-09-07,13:58:27,PL008,MIL0349005,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003020,MP00003020,2023-09-07,13:58:27,PL007,MIL0566892,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003021,MP00003021,2023-09-07,13:58:27,PL011,MIL0233399,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003022,MP00003022,2023-09-07,13:58:27,PL013,MIL0097119,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003023,MP00003023,2023-09-07,13:58:27,PL008,MIL0572848,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003024,MP00003024,2023-09-07,13:58:27,PL003,MIL0172223,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003025,MP00003025,2023-09-07,13:58:27,PL004,MIL0445000,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003026,MP00003026,2023-09-07,13:58:27,PL013,MIL0498105,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003027,MP00003027,2023-09-07,13:58:27,PL013,MIL0525077,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003028,MP00003028,2023-09-07,13:58:27,PL007,MIL0487577,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003029,MP00003029,2023-09-07,13:58:27,PL011,MIL0380281,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003030,MP00003030,2023-09-07,13:58:27,PL007,MIL0033596,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003031,MP00003031,2023-09-07,13:58:27,PL003,MIL0297558,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003032,MP00003032,2023-09-07,13:58:27,PL006,MIL0186026,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003033,MP00003033,2023-09-07,13:58:27,PL002,MIL0150931,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003034,MP00003034,2023-09-07,13:58:27,PL008,MIL0545303,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003035,MP00003035,2023-09-07,13:58:27,PL011,MIL0153878,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003036,MP00003036,2023-09-07,13:58:27,PL012,MIL0245984,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003037,MP00003037,2023-09-07,13:58:27,PL010,MIL0151411,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003038,MP00003038,2023-09-07,13:58:27,PL012,MIL0565363,x@x.com,9999123456,9999123451,9999123452,1,1
MP00003039,MP00003039,2023-09-07,13:58:27,PL001,MIL0045468,x@x.com,9999123456,9999123451,9999123452,1,1
