clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00013987,MP00013987,2023-09-07,13:58:27,PL002,MIL0194103,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013988,MP00013988,2023-09-07,13:58:27,PL005,MIL0180645,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013989,MP00013989,2023-09-07,13:58:27,PL008,MIL0553079,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013990,MP00013990,2023-09-07,13:58:27,PL002,MIL0048718,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013991,MP00013991,2023-09-07,13:58:27,PL011,MIL0448346,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013992,MP00013992,2023-09-07,13:58:27,PL009,MIL0028596,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013993,MP00013993,2023-09-07,13:58:27,PL008,MIL0547926,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013994,MP00013994,2023-09-07,13:58:27,PL001,MIL0277061,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013995,MP00013995,2023-09-07,13:58:27,PL003,MIL0351041,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013996,MP00013996,2023-09-07,13:58:27,PL008,MIL0280056,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013997,MP00013997,2023-09-07,13:58:27,PL011,MIL0301064,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013998,MP00013998,2023-09-07,13:58:27,PL002,MIL0454266,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013999,MP00013999,2023-09-07,13:58:27,PL007,MIL0201069,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014000,MP00014000,2023-09-07,13:58:27,PL012,MIL0281237,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014001,MP00014001,2023-09-07,13:58:27,PL001,MIL0341971,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014002,MP00014002,2023-09-07,13:58:27,PL005,MIL0358859,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014003,MP00014003,2023-09-07,13:58:27,PL011,MIL0269536,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014004,MP00014004,2023-09-07,13:58:27,PL011,MIL0326370,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014005,MP00014005,2023-09-07,13:58:27,PL013,MIL0366725,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014006,MP00014006,2023-09-07,13:58:27,PL009,MIL0178519,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014007,MP00014007,2023-09-07,13:58:27,PL005,MIL0460555,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014008,MP00014008,2023-09-07,13:58:27,PL006,MIL0387640,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014009,MP00014009,2023-09-07,13:58:27,PL011,MIL0111314,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014010,MP00014010,2023-09-07,13:58:27,PL006,MIL0297617,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014011,MP00014011,2023-09-07,13:58:27,PL011,MIL0417662,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014012,MP00014012,2023-09-07,13:58:27,PL008,MIL0368340,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014013,MP00014013,2023-09-07,13:58:27,PL001,MIL0061615,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014014,MP00014014,2023-09-07,13:58:27,PL011,MIL0035685,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014015,MP00014015,2023-09-07,13:58:27,PL007,MIL0324897,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014016,MP00014016,2023-09-07,13:58:27,PL003,MIL0403481,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014017,MP00014017,2023-09-07,13:58:27,PL009,MIL0025791,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014018,MP00014018,2023-09-07,13:58:27,PL006,MIL0398626,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014019,MP00014019,2023-09-07,13:58:27,PL012,MIL0164195,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014020,MP00014020,2023-09-07,13:58:27,PL005,MIL0110884,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014021,MP00014021,2023-09-07,13:58:27,PL006,MIL0510661,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014022,MP00014022,2023-09-07,13:58:27,PL011,MIL0140946,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014023,MP00014023,2023-09-07,13:58:27,PL005,MIL0493856,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014024,MP00014024,2023-09-07,13:58:27,PL003,MIL0453496,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014025,MP00014025,2023-09-07,13:58:27,PL001,MIL0218654,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014026,MP00014026,2023-09-07,13:58:27,PL007,MIL0383524,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014027,MP00014027,2023-09-07,13:58:27,PL007,MIL0044238,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014028,MP00014028,2023-09-07,13:58:27,PL001,MIL0321934,x@x.com,9999123456,9999123451,9999123452,1,1
MP00014029,MP00014029,2023-09-07,13:58:27,PL012,MIL0540587,x@x.com,9999123456,9999123451,9999123452,1,1
