clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00012988,MP00012988,2023-09-07,13:58:27,PL012,MIL0434038,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012989,MP00012989,2023-09-07,13:58:27,PL003,MIL0468138,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012990,MP00012990,2023-09-07,13:58:27,PL008,MIL0372109,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012991,MP00012991,2023-09-07,13:58:27,PL004,MIL0550643,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012992,MP00012992,2023-09-07,13:58:27,PL011,MIL0229122,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012993,MP00012993,2023-09-07,13:58:27,PL006,MIL0364721,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012994,MP00012994,2023-09-07,13:58:27,PL002,MIL0380109,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012995,MP00012995,2023-09-07,13:58:27,PL007,MIL0085508,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012996,MP00012996,2023-09-07,13:58:27,PL009,MIL0112816,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012997,MP00012997,2023-09-07,13:58:27,PL007,MIL0076776,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012998,MP00012998,2023-09-07,13:58:27,PL005,MIL0131944,x@x.com,9999123456,9999123451,9999123452,1,1
MP00012999,MP00012999,2023-09-07,13:58:27,PL011,MIL0408199,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013000,MP00013000,2023-09-07,13:58:27,PL009,MIL0260426,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013001,MP00013001,2023-09-07,13:58:27,PL006,MIL0164211,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013002,MP00013002,2023-09-07,13:58:27,PL001,MIL0344314,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013003,MP00013003,2023-09-07,13:58:27,PL004,MIL0463994,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013004,MP00013004,2023-09-07,13:58:27,PL008,MIL0267689,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013005,MP00013005,2023-09-07,13:58:27,PL011,MIL0078801,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013006,MP00013006,2023-09-07,13:58:27,PL002,MIL0007260,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013007,MP00013007,2023-09-07,13:58:27,PL012,MIL0509718,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013008,MP00013008,2023-09-07,13:58:27,PL001,MIL0395793,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013009,MP00013009,2023-09-07,13:58:27,PL008,MIL0549630,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013010,MP00013010,2023-09-07,13:58:27,PL010,MIL0362683,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013011,MP00013011,2023-09-07,13:58:27,PL003,MIL0318544,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013012,MP00013012,2023-09-07,13:58:27,PL012,MIL0278448,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013013,MP00013013,2023-09-07,13:58:27,PL007,MIL0491729,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013014,MP00013014,2023-09-07,13:58:27,PL003,MIL0136353,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013015,MP00013015,2023-09-07,13:58:27,PL011,MIL0472404,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013016,MP00013016,2023-09-07,13:58:27,PL011,MIL0037506,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013017,MP00013017,2023-09-07,13:58:27,PL003,MIL0463566,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013018,MP00013018,2023-09-07,13:58:27,PL009,MIL0470596,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013019,MP00013019,2023-09-07,13:58:27,PL007,MIL0050392,x@x.com,9999123456,9999123451,9999123452,1,1
MP00013020,MP00013020,2023-09-07,13:58:27,PL004,MIL0558777,x@x.com,9999123456,9999123451,9999123452,1,1
