clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00001999,MP00001999,2023-09-07,13:58:27,PL013,MIL0146637,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002000,MP00002000,2023-09-07,13:58:27,PL010,MIL0382965,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002001,MP00002001,2023-09-07,13:58:27,PL008,MIL0387750,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002002,MP00002002,2023-09-07,13:58:27,PL009,MIL0193850,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002003,MP00002003,2023-09-07,13:58:27,PL006,MIL0354069,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002004,MP00002004,2023-09-07,13:58:27,PL003,MIL0092867,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002005,MP00002005,2023-09-07,13:58:27,PL013,MIL0514795,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002006,MP00002006,2023-09-07,13:58:27,PL003,MIL0249178,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002007,MP00002007,2023-09-07,13:58:27,PL012,MIL0073024,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002008,MP00002008,2023-09-07,13:58:27,PL009,MIL0040008,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002009,MP00002009,2023-09-07,13:58:27,PL010,MIL0059768,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002010,MP00002010,2023-09-07,13:58:27,PL008,MIL0268286,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002011,MP00002011,2023-09-07,13:58:27,PL002,MIL0366010,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002012,MP00002012,2023-09-07,13:58:27,PL002,MIL0202082,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002013,MP00002013,2023-09-07,13:58:27,PL010,MIL0001266,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002014,MP00002014,2023-09-07,13:58:27,PL004,MIL0562189,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002015,MP00002015,2023-09-07,13:58:27,PL001,MIL0034271,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002016,MP00002016,2023-09-07,13:58:27,PL010,MIL0143728,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002017,MP00002017,2023-09-07,13:58:27,PL011,MIL0158689,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002018,MP00002018,2023-09-07,13:58:27,PL007,MIL0441740,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002019,MP00002019,2023-09-07,13:58:27,PL010,MIL0396608,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002020,MP00002020,2023-09-07,13:58:27,PL010,MIL0374867,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002021,MP00002021,2023-09-07,13:58:27,PL008,MIL0570005,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002022,MP00002022,2023-09-07,13:58:27,PL009,MIL0190490,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002023,MP00002023,2023-09-07,13:58:27,PL013,MIL0272517,x@x.com,9999123456,9999123451,9999123452,1,1
MP00002024,MP00002024,2023-09-07,13:58:27,PL013,MIL0186496,x@x.com,9999123456,9999123451,9999123452,1,1
