clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00016984,MP00016984,2023-09-07,13:58:27,PL013,MIL0296394,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016985,MP00016985,2023-09-07,13:58:27,PL008,MIL0407471,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016986,MP00016986,2023-09-07,13:58:27,PL005,MIL0397390,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016987,MP00016987,2023-09-07,13:58:27,PL009,MIL0348513,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016988,MP00016988,2023-09-07,13:58:27,PL006,MIL0066898,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016989,MP00016989,2023-09-07,13:58:27,PL009,MIL0083654,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016990,MP00016990,2023-09-07,13:58:27,PL001,MIL0362043,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016991,MP00016991,2023-09-07,13:58:27,PL006,MIL0543102,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016992,MP00016992,2023-09-07,13:58:27,PL001,MIL0204787,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016993,MP00016993,2023-09-07,13:58:27,PL009,MIL0007550,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016994,MP00016994,2023-09-07,13:58:27,PL004,MIL0106419,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016995,MP00016995,2023-09-07,13:58:27,PL013,MIL0565777,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016996,MP00016996,2023-09-07,13:58:27,PL009,MIL0358356,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016997,MP00016997,2023-09-07,13:58:27,PL007,MIL0504330,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016998,MP00016998,2023-09-07,13:58:27,PL010,MIL0539737,x@x.com,9999123456,9999123451,9999123452,1,1
MP00016999,MP00016999,2023-09-07,13:58:27,PL005,MIL0034957,x@x.com,9999123456,9999123451,9999123452,1,1
MP00017000,MP00017000,2023-09-07,13:58:27,PL006,MIL0276682,x@x.com,9999123456,9999123451,9999123452,1,1
MP00017001,MP00017001,2023-09-07,13:58:27,PL007,MIL0219583,x@x.com,9999123456,9999123451,9999123452,1,1
