clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00001000,MP00001000,2023-09-07,13:58:27,PL010,MIL0023175,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001001,MP00001001,2023-09-07,13:58:27,PL012,MIL0206614,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001002,MP00001002,2023-09-07,13:58:27,PL013,MIL0101438,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001003,MP00001003,2023-09-07,13:58:27,PL011,MIL0061314,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001004,MP00001004,2023-09-07,13:58:27,PL006,MIL0308639,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001005,MP00001005,2023-09-07,13:58:27,PL001,MIL0405360,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001006,MP00001006,2023-09-07,13:58:27,PL005,MIL0051005,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001007,MP00001007,2023-09-07,13:58:27,PL013,MIL0489921,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001008,MP00001008,2023-09-07,13:58:27,PL003,MIL0305291,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001009,MP00001009,2023-09-07,13:58:27,PL003,MIL0382118,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001010,MP00001010,2023-09-07,13:58:27,PL013,MIL0317129,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001011,MP00001011,2023-09-07,13:58:27,PL013,MIL0112270,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001012,MP00001012,2023-09-07,13:58:27,PL008,MIL0263416,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001013,MP00001013,2023-09-07,13:58:27,PL003,MIL0547682,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001014,MP00001014,2023-09-07,13:58:27,PL009,MIL0288147,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001015,MP00001015,2023-09-07,13:58:27,PL011,MIL0436695,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001016,MP00001016,2023-09-07,13:58:27,PL008,MIL0133353,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001017,MP00001017,2023-09-07,13:58:27,PL002,MIL0304007,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001018,MP00001018,2023-09-07,13:58:27,PL005,MIL0001992,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001019,MP00001019,2023-09-07,13:58:27,PL001,MIL0232471,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001020,MP00001020,2023-09-07,13:58:27,PL007,MIL0085462,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001021,MP00001021,2023-09-07,13:58:27,PL007,MIL0564364,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001022,MP00001022,2023-09-07,13:58:27,PL006,MIL0246295,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001023,MP00001023,2023-09-07,13:58:27,PL012,MIL0517218,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001024,MP00001024,2023-09-07,13:58:27,PL012,MIL0345841,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001025,MP00001025,2023-09-07,13:58:27,PL008,MIL0420852,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001026,MP00001026,2023-09-07,13:58:27,PL010,MIL0004994,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001027,MP00001027,2023-09-07,13:58:27,PL001,MIL0431425,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001028,MP00001028,2023-09-07,13:58:27,PL012,MIL0534659,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001029,MP00001029,2023-09-07,13:58:27,PL008,MIL0168036,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001030,MP00001030,2023-09-07,13:58:27,PL006,MIL0145036,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001031,MP00001031,2023-09-07,13:58:27,PL008,MIL0141797,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001032,MP00001032,2023-09-07,13:58:27,PL011,MIL0103061,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001033,MP00001033,2023-09-07,13:58:27,PL001,MIL0087940,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001034,MP00001034,2023-09-07,13:58:27,PL010,MIL0063063,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001035,MP00001035,2023-09-07,13:58:27,PL011,MIL0178268,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001036,MP00001036,2023-09-07,13:58:27,PL010,MIL0524144,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001037,MP00001037,2023-09-07,13:58:27,PL006,MIL0430692,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001038,MP00001038,2023-09-07,13:58:27,PL010,MIL0082027,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001039,MP00001039,2023-09-07,13:58:27,PL008,MIL0255587,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001040,MP00001040,2023-09-07,13:58:27,PL008,MIL0281811,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001041,MP00001041,2023-09-07,13:58:27,PL004,MIL0229695,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001042,MP00001042,2023-09-07,13:58:27,PL002,MIL0110960,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001043,MP00001043,2023-09-07,13:58:27,PL003,MIL0000640,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001044,MP00001044,2023-09-07,13:58:27,PL003,MIL0476553,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001045,MP00001045,2023-09-07,13:58:27,PL008,MIL0139412,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001046,MP00001046,2023-09-07,13:58:27,PL005,MIL0170889,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001047,MP00001047,2023-09-07,13:58:27,PL003,MIL0560773,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001048,MP00001048,2023-09-07,13:58:27,PL005,MIL0365183,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001049,MP00001049,2023-09-07,13:58:27,PL005,MIL0257737,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001050,MP00001050,2023-09-07,13:58:27,PL012,MIL0201757,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001051,MP00001051,2023-09-07,13:58:27,PL005,MIL0446081,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001052,MP00001052,2023-09-07,13:58:27,PL003,MIL0190144,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001053,MP00001053,2023-09-07,13:58:27,PL011,MIL0434700,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001054,MP00001054,2023-09-07,13:58:27,PL013,MIL0430443,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001055,MP00001055,2023-09-07,13:58:27,PL012,MIL0293102,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001056,MP00001056,2023-09-07,13:58:27,PL008,MIL0439211,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001057,MP00001057,2023-09-07,13:58:27,PL008,MIL0141602,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001058,MP00001058,2023-09-07,13:58:27,PL011,MIL0485281,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001059,MP00001059,2023-09-07,13:58:27,PL008,MIL0034721,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001060,MP00001060,2023-09-07,13:58:27,PL003,MIL0146085,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001061,MP00001061,2023-09-07,13:58:27,PL012,MIL0215468,x@x.com,9999123456,9999123451,9999123452,1,1
MP00001062,MP00001062,2023-09-07,13:58:27,PL001,MIL0485385,x@x.com,9999123456,9999123451,9999123452,1,1
