clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00009991,MP00009991,2023-09-07,13:58:27,PL013,MIL0301837,x@x.com,9999123456,9999123451,9999123452,1,1
MP00009992,MP00009992,2023-09-07,13:58:27,PL007,MIL0467313,x@x.com,9999123456,9999123451,9999123452,1,1
MP00009993,MP00009993,2023-09-07,13:58:27,PL009,MIL0537689,x@x.com,9999123456,9999123451,9999123452,1,1
MP00009994,MP00009994,2023-09-07,13:58:27,PL011,MIL0230333,x@x.com,9999123456,9999123451,9999123452,1,1
MP00009995,MP00009995,2023-09-07,13:58:27,PL009,MIL0003409,x@x.com,9999123456,9999123451,9999123452,1,1
MP00009996,MP00009996,2023-09-07,13:58:27,PL008,MIL0142483,x@x.com,9999123456,9999123451,9999123452,1,1
MP00009997,MP00009997,2023-09-07,13:58:27,PL009,MIL0101394,x@x.com,9999123456,9999123451,9999123452,1,1
MP00009998,MP00009998,2023-09-07,13:58:27,PL001,MIL0446765,x@x.com,9999123456,9999123451,9999123452,1,1
MP00009999,MP00009999,2023-09-07,13:58:27,PL013,MIL0405382,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010000,MP00010000,2023-09-07,13:58:27,PL002,MIL0100404,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010001,MP00010001,2023-09-07,13:58:27,PL010,MIL0133561,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010002,MP00010002,2023-09-07,13:58:27,PL004,MIL0052169,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010003,MP00010003,2023-09-07,13:58:27,PL001,MIL0115963,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010004,MP00010004,2023-09-07,13:58:27,PL003,MIL0342294,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010005,MP00010005,2023-09-07,13:58:27,PL007,MIL0198736,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010006,MP00010006,2023-09-07,13:58:27,PL001,MIL0185482,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010007,MP00010007,2023-09-07,13:58:27,PL010,MIL0548607,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010008,MP00010008,2023-09-07,13:58:27,PL008,MIL0168649,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010009,MP00010009,2023-09-07,13:58:27,PL001,MIL0233468,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010010,MP00010010,2023-09-07,13:58:27,PL003,MIL0287801,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010011,MP00010011,2023-09-07,13:58:27,PL007,MIL0529069,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010012,MP00010012,2023-09-07,13:58:27,PL009,MIL0418349,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010013,MP00010013,2023-09-07,13:58:27,PL002,MIL0509549,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010014,MP00010014,2023-09-07,13:58:27,PL006,MIL0084840,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010015,MP00010015,2023-09-07,13:58:27,PL009,MIL0519628,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010016,MP00010016,2023-09-07,13:58:27,PL011,MIL0389571,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010017,MP00010017,2023-09-07,13:58:27,PL007,MIL0047245,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010018,MP00010018,2023-09-07,13:58:27,PL004,MIL0343805,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010019,MP00010019,2023-09-07,13:58:27,PL008,MIL0105518,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010020,MP00010020,2023-09-07,13:58:27,PL002,MIL0282746,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010021,MP00010021,2023-09-07,13:58:27,PL011,MIL0135351,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010022,MP00010022,2023-09-07,13:58:27,PL010,MIL0466815,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010023,MP00010023,2023-09-07,13:58:27,PL001,MIL0018722,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010024,MP00010024,2023-09-07,13:58:27,PL001,MIL0148929,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010025,MP00010025,2023-09-07,13:58:27,PL010,MIL0373156,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010026,MP00010026,2023-09-07,13:58:27,PL013,MIL0130726,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010027,MP00010027,2023-09-07,13:58:27,PL006,MIL0423352,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010028,MP00010028,2023-09-07,13:58:27,PL005,MIL0123992,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010029,MP00010029,2023-09-07,13:58:27,PL002,MIL0550137,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010030,MP00010030,2023-09-07,13:58:27,PL009,MIL0214685,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010031,MP00010031,2023-09-07,13:58:27,PL004,MIL0219585,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010032,MP00010032,2023-09-07,13:58:27,PL013,MIL0105853,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010033,MP00010033,2023-09-07,13:58:27,PL012,MIL0428576,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010034,MP00010034,2023-09-07,13:58:27,PL011,MIL0171366,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010035,MP00010035,2023-09-07,13:58:27,PL008,MIL0349844,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010036,MP00010036,2023-09-07,13:58:27,PL012,MIL0390144,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010037,MP00010037,2023-09-07,13:58:27,PL013,MIL0319086,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010038,MP00010038,2023-09-07,13:58:27,PL011,MIL0408877,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010039,MP00010039,2023-09-07,13:58:27,PL012,MIL0074127,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010040,MP00010040,2023-09-07,13:58:27,PL008,MIL0272607,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010041,MP00010041,2023-09-07,13:58:27,PL002,MIL0164940,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010042,MP00010042,2023-09-07,13:58:27,PL001,MIL0552540,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010043,MP00010043,2023-09-07,13:58:27,PL003,MIL0251844,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010044,MP00010044,2023-09-07,13:58:27,PL008,MIL0306065,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010045,MP00010045,2023-09-07,13:58:27,PL006,MIL0256889,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010046,MP00010046,2023-09-07,13:58:27,PL001,MIL0409093,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010047,MP00010047,2023-09-07,13:58:27,PL005,MIL0279775,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010048,MP00010048,2023-09-07,13:58:27,PL011,MIL0272282,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010049,MP00010049,2023-09-07,13:58:27,PL005,MIL0197064,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010050,MP00010050,2023-09-07,13:58:27,PL003,MIL0339720,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010051,MP00010051,2023-09-07,13:58:27,PL006,MIL0069663,x@x.com,9999123456,9999123451,9999123452,1,1
MP00010052,MP00010052,2023-09-07,13:58:27,PL004,MIL0335013,x@x.com,9999123456,9999123451,9999123452,1,1
