clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
clave,folio,fecha,hora,clave_partido_legado,clave_ciudadano,correo_electronico,whatsapp,telefono,celular,obseravaciones,status
MP00019981,MP00019981,2023-09-07,13:58:27,PL007,MIL0029914,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019982,MP00019982,2023-09-07,13:58:27,PL009,MIL0058831,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019983,MP00019983,2023-09-07,13:58:27,PL009,MIL0164761,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019984,MP00019984,2023-09-07,13:58:27,PL005,MIL0363083,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019985,MP00019985,2023-09-07,13:58:27,PL005,MIL0151754,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019986,MP00019986,2023-09-07,13:58:27,PL006,MIL0543480,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019987,MP00019987,2023-09-07,13:58:27,PL007,MIL0084533,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019988,MP00019988,2023-09-07,13:58:27,PL010,MIL0479642,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019989,MP00019989,2023-09-07,13:58:27,PL004,MIL0463682,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019990,MP00019990,2023-09-07,13:58:27,PL010,MIL0132884,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019991,MP00019991,2023-09-07,13:58:27,PL007,MIL0562812,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019992,MP00019992,2023-09-07,13:58:27,PL007,MIL0421524,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019993,MP00019993,2023-09-07,13:58:27,PL005,MIL0168198,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019994,MP00019994,2023-09-07,13:58:27,PL008,MIL0103993,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019995,MP00019995,2023-09-07,13:58:27,PL004,MIL0518918,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019996,MP00019996,2023-09-07,13:58:27,PL007,MIL0425127,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019997,MP00019997,2023-09-07,13:58:27,PL003,MIL0259500,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019998,MP00019998,2023-09-07,13:58:27,PL002,MIL0280924,x@x.com,9999123456,9999123451,9999123452,1,1
MP00019999,MP00019999,2023-09-07,13:58:27,PL003,MIL0157907,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020000,MP00020000,2023-09-07,13:58:27,PL013,MIL0255483,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020001,MP00020001,2023-09-07,13:58:27,PL010,MIL0073411,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020002,MP00020002,2023-09-07,13:58:27,PL013,MIL0170901,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020003,MP00020003,2023-09-07,13:58:27,PL002,MIL0170824,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020004,MP00020004,2023-09-07,13:58:27,PL013,MIL0322495,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020005,MP00020005,2023-09-07,13:58:27,PL009,MIL0290234,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020006,MP00020006,2023-09-07,13:58:27,PL010,MIL0118549,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020007,MP00020007,2023-09-07,13:58:27,PL013,MIL0261148,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020008,MP00020008,2023-09-07,13:58:27,PL004,MIL0530031,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020009,MP00020009,2023-09-07,13:58:27,PL001,MIL0055741,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020010,MP00020010,2023-09-07,13:58:27,PL005,MIL0144184,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020011,MP00020011,2023-09-07,13:58:27,PL001,MIL0255629,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020012,MP00020012,2023-09-07,13:58:27,PL011,MIL0272193,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020013,MP00020013,2023-09-07,13:58:27,PL010,MIL0132899,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020014,MP00020014,2023-09-07,13:58:27,PL007,MIL0263516,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020015,MP00020015,2023-09-07,13:58:27,PL001,MIL0099104,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020016,MP00020016,2023-09-07,13:58:27,PL011,MIL0311283,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020017,MP00020017,2023-09-07,13:58:27,PL006,MIL0326321,x@x.com,9999123456,9999123451,9999123452,1,1
MP00020018,MP00020018,2023-09-07,13:58:27,PL013,MIL0576759,x@x.com,9999123456,9999123451,9999123452,1,1
